,Number of Referrals,Tenure in Months,Offer,Internet Service,Contract,Payment Method,Total Charges,Total Revenue,Customer Status
5697,4,62,Offer B,No,Two Year,Bank Withdrawal,1424.6,4445.86,0
5698,1,71,Offer A,Yes,Two Year,Bank Withdrawal,8016.6,11340.82,0
5699,4,39,Offer C,Yes,Month-to-Month,Credit Card,2341.5,4218.96,0
5700,0,50,None,Yes,One Year,Bank Withdrawal,5231.3,6395.3,0
5701,0,55,None,Yes,One Year,Credit Card,4589.85,7056.6,0
5702,1,40,Offer B,Yes,One Year,Bank Withdrawal,1716.45,1716.45,1
5703,0,6,Offer E,Yes,Month-to-Month,Bank Withdrawal,487.05,702.33,0
5704,6,72,Offer A,Yes,Two Year,Credit Card,4888.2,5775.24,0
5705,7,69,None,Yes,Two Year,Bank Withdrawal,4055.5,4175.5,0
5706,0,1,None,Yes,Month-to-Month,Mailed Check,71.1,108.61,0
5707,1,63,None,Yes,Two Year,Credit Card,6991.9,9330.46,0
5708,0,1,None,Yes,Month-to-Month,Credit Card,71.35,106.63,1
5709,0,66,Offer A,No,One Year,Bank Withdrawal,1699.15,3825.67,0
5710,4,63,Offer B,No,Two Year,Mailed Check,1245.6,1917.81,0
5711,8,12,Offer D,No,Month-to-Month,Bank Withdrawal,306.05,712.85,0
5712,8,62,Offer B,Yes,Two Year,Credit Card,2345.55,2345.55,0
5713,0,1,None,No,Month-to-Month,Credit Card,20.2,33.28,0
5714,5,10,Offer D,Yes,Month-to-Month,Credit Card,563.5,761.2,0
5715,0,49,Offer B,Yes,Two Year,Credit Card,4060.9,6177.21,0
5716,0,22,None,Yes,One Year,Credit Card,1031.4,1031.4,0
5717,5,62,Offer B,Yes,One Year,Credit Card,3425.35,5457.89,0
5718,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,70.55,88.75,1
5719,1,6,None,No,Month-to-Month,Bank Withdrawal,146.3,336.5,1
5720,0,54,None,Yes,Two Year,Bank Withdrawal,4931.8,5935.12,0
5721,0,1,None,Yes,Month-to-Month,Bank Withdrawal,79.65,102.13,1
5722,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,762.5,878.69,1
5723,0,33,Offer C,Yes,Two Year,Bank Withdrawal,3465.05,3885.8,0
5724,0,64,Offer B,Yes,Two Year,Credit Card,5632.55,6553.51,0
5725,0,1,None,Yes,Month-to-Month,Bank Withdrawal,69.65,76.88,1
5726,0,27,None,Yes,Month-to-Month,Bank Withdrawal,2287.25,3128.84,1
5727,0,16,None,Yes,Month-to-Month,Bank Withdrawal,1483.25,1950.29,1
5728,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,49.85,92.4,0
5729,0,65,Offer B,Yes,Two Year,Bank Withdrawal,6496.15,7681.1,0
5730,0,71,Offer A,Yes,One Year,Credit Card,7181.25,7458.86,0
5731,0,10,None,Yes,Month-to-Month,Bank Withdrawal,799.65,855.95,1
5732,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,446.1,446.1,1
5733,9,24,Offer C,No,Two Year,Credit Card,490.65,985.05,0
5734,5,67,None,Yes,Two Year,Credit Card,2545.7,2545.7,0
5735,0,14,Offer D,Yes,Month-to-Month,Mailed Check,419.7,419.7,0
5736,3,24,None,Yes,Two Year,Credit Card,828.2,828.2,0
5737,0,70,None,Yes,Two Year,Credit Card,7737.55,9311.79,0
5738,0,1,Offer E,No,Month-to-Month,Mailed Check,20.3,46.67,1
5739,3,9,None,No,One Year,Credit Card,183.15,388.26,0
5740,0,10,None,No,One Year,Credit Card,225.85,382.95,0
5741,5,65,Offer B,Yes,One Year,Bank Withdrawal,5769.6,8957.33,1
5742,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,45.1,60.38,1
5743,0,30,Offer C,Yes,One Year,Credit Card,2427.1,2629.3,0
5744,0,13,Offer D,Yes,Month-to-Month,Credit Card,659.35,1005.54,0
5745,0,4,None,Yes,Month-to-Month,Bank Withdrawal,265.35,456.63,1
5746,0,11,Offer D,No,One Year,Credit Card,211.95,723.34,0
5747,3,62,Offer B,Yes,Two Year,Credit Card,6891.4,9537.56,0
5748,0,2,None,Yes,Month-to-Month,Bank Withdrawal,181.1,244.04,1
5749,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,811.65,951.42,0
5750,0,71,Offer A,Yes,Two Year,Bank Withdrawal,7413.55,10811.61,0
5751,7,58,Offer B,Yes,One Year,Credit Card,5681.1,6011.12,0
5752,0,72,Offer A,No,Two Year,Bank Withdrawal,1777.6,3886.48,0
5753,0,10,Offer D,Yes,Month-to-Month,Credit Card,428.7,419.3,0
5754,0,19,Offer D,Yes,Month-to-Month,Bank Withdrawal,1093.4,1857.58,0
5755,1,59,None,Yes,One Year,Credit Card,4541.9,5482.36,0
5756,0,54,Offer B,Yes,Month-to-Month,Credit Card,3883.3,5374.78,0
5757,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,396.1,522.54,1
5758,9,42,None,No,Two Year,Bank Withdrawal,1108.2,2520.66,0
5759,10,48,None,Yes,Two Year,Credit Card,5443.65,6047.01,0
5760,0,43,None,Yes,Month-to-Month,Bank Withdrawal,2737.05,2977.85,0
5761,2,68,None,Yes,Two Year,Credit Card,6132.7,8962.18,0
5762,0,12,Offer D,Yes,Month-to-Month,Bank Withdrawal,1001.2,1152.71,0
5763,5,38,None,Yes,Two Year,Bank Withdrawal,2193.2,2193.2,0
5764,8,14,None,Yes,Two Year,Bank Withdrawal,1013.35,1649.79,0
5765,10,72,None,Yes,Two Year,Bank Withdrawal,7565.35,8651.83,0
5766,1,11,None,Yes,Month-to-Month,Bank Withdrawal,565.35,565.35,0
5767,0,17,None,Yes,One Year,Credit Card,946.95,1566.94,0
5768,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,449.3,449.3,0
5769,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,305.55,425.47,1
5770,1,39,None,Yes,Month-to-Month,Bank Withdrawal,4284.8,5581.55,1
5771,0,23,None,Yes,Month-to-Month,Bank Withdrawal,2483.5,2888.76,1
5772,1,9,None,Yes,Month-to-Month,Bank Withdrawal,906.85,1239.31,0
5773,1,4,None,Yes,Month-to-Month,Credit Card,284.9,433.82,0
5774,4,36,None,Yes,Month-to-Month,Credit Card,3684.95,5258.15,0
5775,0,6,None,Yes,One Year,Credit Card,255.6,255.6,0
5776,7,72,None,Yes,Two Year,Bank Withdrawal,6065.3,6161.78,0
5777,0,7,None,Yes,Month-to-Month,Credit Card,604.7,886.94,1
5778,10,56,None,No,Two Year,Credit Card,1090.1,3071.38,0
5779,0,6,None,Yes,Month-to-Month,Credit Card,514.6,758.44,0
5780,0,49,Offer B,Yes,One Year,Bank Withdrawal,5166.2,6953.23,0
5781,0,15,None,No,Month-to-Month,Credit Card,311.6,363.95,0
5782,9,23,Offer D,No,Two Year,Credit Card,451.55,494.79,0
5783,0,54,None,Yes,Two Year,Bank Withdrawal,4299.95,6420.67,0
5784,4,71,Offer A,Yes,Two Year,Bank Withdrawal,5924.4,6366.73,0
5785,0,34,None,Yes,Month-to-Month,Bank Withdrawal,1734.2,1970.46,0
5786,1,42,None,No,Two Year,Bank Withdrawal,1014.25,1600.15,0
5787,1,8,Offer E,No,Two Year,Credit Card,125.0,232.44,0
5788,0,39,Offer C,Yes,Month-to-Month,Credit Card,2730.85,3069.76,0
5789,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,93.85,110.0,1
5790,0,2,Offer E,No,Month-to-Month,Credit Card,51.6,106.54,0
5791,0,50,Offer B,Yes,One Year,Bank Withdrawal,5347.95,5877.95,0
5792,7,72,Offer A,Yes,Two Year,Credit Card,6869.7,8928.18,0
5793,1,24,None,Yes,Month-to-Month,Credit Card,1747.85,2173.37,1
5794,0,11,None,Yes,Month-to-Month,Bank Withdrawal,425.1,425.1,0
5795,0,7,None,Yes,Month-to-Month,Bank Withdrawal,458.1,795.22,0
5796,0,7,None,Yes,Month-to-Month,Bank Withdrawal,701.3,752.89,0
5797,1,59,Offer B,No,Two Year,Credit Card,1286.0,1431.73,0
5798,4,66,None,Yes,Two Year,Credit Card,3708.4,3708.4,0
5799,7,72,Offer A,No,Two Year,Bank Withdrawal,1679.25,3201.33,0
5800,10,33,None,Yes,One Year,Bank Withdrawal,3055.5,4525.32,0
5801,1,66,None,Yes,Two Year,Bank Withdrawal,5265.1,6697.3,1
5802,0,3,None,Yes,Month-to-Month,Bank Withdrawal,82.15,82.15,0
5803,0,11,None,Yes,Month-to-Month,Bank Withdrawal,1105.4,1408.67,1
5804,10,69,Offer A,Yes,Two Year,Credit Card,3952.65,3992.65,0
5805,8,24,None,No,Two Year,Credit Card,452.55,1182.39,0
5806,0,31,None,No,Two Year,Credit Card,689.35,1500.31,0
5807,7,70,Offer A,Yes,Two Year,Credit Card,6859.05,8711.95,0
5808,0,46,None,Yes,Month-to-Month,Bank Withdrawal,4154.8,4880.68,1
5809,0,1,Offer E,Yes,Month-to-Month,Credit Card,44.55,67.59,0
5810,8,68,None,Yes,Two Year,Credit Card,4109.0,4109.0,0
5811,0,28,Offer C,Yes,Month-to-Month,Bank Withdrawal,2625.55,3473.39,1
5812,0,12,None,Yes,Month-to-Month,Bank Withdrawal,593.75,1272.71,1
5813,0,2,None,Yes,Month-to-Month,Bank Withdrawal,159.45,169.67,1
5814,0,62,None,Yes,One Year,Credit Card,4487.3,5358.4,0
5815,4,6,None,Yes,Month-to-Month,Bank Withdrawal,438.0,565.38,1
5816,8,4,None,No,One Year,Bank Withdrawal,79.05,257.97,0
5817,0,53,None,Yes,Month-to-Month,Bank Withdrawal,4921.2,5114.23,0
5818,0,32,Offer C,Yes,Two Year,Bank Withdrawal,2897.95,3882.64,0
5819,0,41,None,Yes,One Year,Bank Withdrawal,2075.1,2155.1,0
5820,0,52,Offer B,No,One Year,Mailed Check,1022.95,2195.55,0
5821,1,24,Offer C,No,One Year,Credit Card,533.5,640.78,0
5822,2,72,Offer A,Yes,Two Year,Bank Withdrawal,6688.95,6812.79,0
5823,8,14,Offer D,Yes,Month-to-Month,Credit Card,1137.05,1273.83,0
5824,0,67,None,Yes,One Year,Bank Withdrawal,7804.15,9322.37,1
5825,7,21,None,Yes,One Year,Credit Card,1714.95,2011.62,0
5826,6,71,None,Yes,Two Year,Bank Withdrawal,6126.1,8617.49,0
5827,1,25,None,Yes,Month-to-Month,Bank Withdrawal,1404.65,2061.4,0
5828,0,1,Offer E,No,Month-to-Month,Credit Card,20.25,60.71,0
5829,0,23,None,No,Month-to-Month,Bank Withdrawal,470.6,844.58,0
5830,1,72,Offer A,Yes,Two Year,Bank Withdrawal,4732.35,4732.35,0
5831,8,12,Offer D,Yes,Month-to-Month,Bank Withdrawal,571.15,766.11,0
5832,0,22,Offer D,Yes,One Year,Bank Withdrawal,903.6,903.6,1
5833,2,70,None,Yes,Two Year,Credit Card,5498.2,5807.33,0
5834,1,72,None,Yes,Two Year,Bank Withdrawal,8306.05,9900.53,0
5835,1,70,None,No,Two Year,Bank Withdrawal,2006.95,2997.45,0
5836,0,16,None,Yes,Two Year,Credit Card,916.15,916.15,0
5837,1,22,None,Yes,Month-to-Month,Credit Card,1706.45,2748.65,0
5838,1,5,None,Yes,Month-to-Month,Credit Card,434.5,492.22,0
5839,5,69,Offer A,Yes,One Year,Bank Withdrawal,7493.05,10798.1,0
5840,3,42,Offer B,No,Two Year,Credit Card,833.55,965.43,0
5841,1,42,None,Yes,Two Year,Bank Withdrawal,4303.65,4832.85,0
5842,0,5,Offer E,Yes,Month-to-Month,Credit Card,266.95,421.55,0
5843,6,72,None,Yes,Two Year,Bank Withdrawal,6058.95,7164.15,0
5844,0,39,None,No,Two Year,Credit Card,1004.35,2952.4,0
5845,0,21,None,Yes,One Year,Bank Withdrawal,1258.35,1413.96,0
5846,4,35,None,Yes,Month-to-Month,Credit Card,2130.45,3005.95,0
5847,0,35,Offer C,Yes,Two Year,Credit Card,2490.15,2667.25,0
5848,0,12,None,Yes,Two Year,Credit Card,828.05,1348.85,0
5849,0,27,None,Yes,Month-to-Month,Credit Card,1652.95,2333.62,0
5850,3,72,Offer A,No,Two Year,Bank Withdrawal,1738.9,3109.78,0
5851,7,58,None,Yes,One Year,Bank Withdrawal,2540.1,2536.02,0
5852,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,793.55,868.65,1
5853,5,64,Offer B,Yes,One Year,Bank Withdrawal,5692.65,6575.85,0
5854,8,71,None,No,Two Year,Bank Withdrawal,1500.95,2291.18,0
5855,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,498.25,953.85,0
5856,0,4,Offer E,Yes,Month-to-Month,Credit Card,196.95,356.55,1
5857,0,71,Offer A,Yes,One Year,Credit Card,5552.5,8487.64,0
5858,9,66,Offer A,Yes,Two Year,Bank Withdrawal,3996.8,4550.54,0
5859,0,69,None,No,Two Year,Credit Card,1399.35,1894.77,0
5860,0,43,None,No,Two Year,Bank Withdrawal,1110.05,2352.75,0
5861,1,72,Offer A,No,Two Year,Credit Card,1871.85,2827.29,0
5862,0,61,Offer B,No,One Year,Bank Withdrawal,1336.35,2916.86,0
5863,0,7,None,Yes,Month-to-Month,Bank Withdrawal,322.5,509.82,0
5864,1,70,None,Yes,Two Year,Credit Card,2692.75,2692.75,0
5865,0,5,Offer E,Yes,One Year,Bank Withdrawal,392.5,422.4,0
5866,0,16,None,Yes,Month-to-Month,Bank Withdrawal,1581.2,2047.76,1
5867,0,17,None,No,Month-to-Month,Credit Card,385.55,963.89,0
5868,3,51,None,No,One Year,Credit Card,997.75,2916.88,0
5869,0,5,None,Yes,Two Year,Credit Card,287.85,527.8,0
5870,1,14,Offer D,Yes,Month-to-Month,Bank Withdrawal,941.0,1226.6,1
5871,0,3,None,Yes,Month-to-Month,Bank Withdrawal,237.75,382.77,1
5872,10,64,Offer B,Yes,One Year,Bank Withdrawal,3399.85,4492.33,0
5873,8,7,None,Yes,Month-to-Month,Credit Card,246.6,246.6,0
5874,0,1,None,Yes,Month-to-Month,Mailed Check,25.2,25.2,1
5875,1,60,None,Yes,Two Year,Bank Withdrawal,6925.9,7169.5,0
5876,0,1,None,No,Month-to-Month,Mailed Check,20.45,32.06,0
5877,0,2,None,Yes,Month-to-Month,Credit Card,47.5,47.5,1
5878,0,20,None,Yes,Month-to-Month,Credit Card,1370.35,1825.35,0
5879,2,72,Offer A,Yes,Two Year,Bank Withdrawal,8425.3,11868.34,0
5880,1,72,None,Yes,Two Year,Credit Card,7658.3,8946.38,0
5881,0,4,None,Yes,Month-to-Month,Bank Withdrawal,356.65,484.33,0
5882,0,1,None,No,Month-to-Month,Mailed Check,21.05,31.19,0
5883,1,33,None,Yes,One Year,Bank Withdrawal,3361.05,3977.83,1
5884,1,56,Offer B,Yes,One Year,Bank Withdrawal,5253.95,7512.43,0
5885,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,597.9,964.29,0
5886,0,12,Offer D,Yes,One Year,Bank Withdrawal,1184.0,1772.0,0
5887,0,51,Offer B,Yes,Month-to-Month,Bank Withdrawal,4913.3,5907.29,1
5888,3,33,Offer C,No,One Year,Credit Card,800.3,856.73,0
5889,0,1,Offer E,Yes,Month-to-Month,Mailed Check,50.45,74.15,1
5890,0,70,None,No,Two Year,Credit Card,1328.35,4158.76,0
5891,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,47.95,94.18,0
5892,1,32,None,Yes,Month-to-Month,Bank Withdrawal,2931.0,3992.8,1
5893,0,39,Offer C,Yes,One Year,Bank Withdrawal,1700.9,1700.9,0
5894,7,45,Offer B,No,Two Year,Bank Withdrawal,1138.8,2043.75,0
5895,0,19,Offer D,Yes,Month-to-Month,Credit Card,1046.5,1158.2,1
5896,0,30,None,Yes,One Year,Bank Withdrawal,2638.1,2718.2,0
5897,0,7,None,No,Month-to-Month,Credit Card,168.65,232.98,0
5898,0,59,None,Yes,Two Year,Credit Card,4519.5,5272.21,0
5899,0,1,None,No,Month-to-Month,Mailed Check,20.2,33.47,1
5900,0,1,Offer E,Yes,Two Year,Credit Card,70.6,133.21,0
5901,1,72,None,Yes,Two Year,Bank Withdrawal,7982.5,11311.06,0
5902,5,67,Offer A,Yes,Two Year,Bank Withdrawal,5229.45,5320.57,0
5903,10,47,Offer B,Yes,Two Year,Bank Withdrawal,3522.65,4187.23,0
5904,0,4,None,Yes,Month-to-Month,Bank Withdrawal,249.4,410.2,0
5905,0,24,None,Yes,Month-to-Month,Bank Withdrawal,2494.65,3465.61,0
5906,0,9,None,Yes,One Year,Mailed Check,463.6,463.6,0
5907,2,7,Offer E,No,Two Year,Credit Card,144.15,390.97,0
5908,0,65,None,Yes,Two Year,Credit Card,3921.1,3921.1,0
5909,0,14,None,No,Month-to-Month,Bank Withdrawal,299.3,427.96,0
5910,5,35,None,Yes,One Year,Credit Card,1930.9,1930.9,0
5911,0,26,None,Yes,One Year,Bank Withdrawal,1023.75,1023.75,0
5912,0,7,None,Yes,Month-to-Month,Bank Withdrawal,525.0,745.42,0
5913,1,43,None,Yes,One Year,Bank Withdrawal,4533.9,5269.02,1
5914,0,37,None,No,One Year,Credit Card,785.75,2057.44,0
5915,0,23,None,Yes,One Year,Bank Withdrawal,947.4,947.4,0
5916,8,50,Offer B,Yes,Month-to-Month,Bank Withdrawal,3557.7,4068.2,0
5917,0,1,Offer E,No,Month-to-Month,Mailed Check,19.65,25.73,1
5918,0,27,Offer C,Yes,One Year,Bank Withdrawal,2964.0,3892.53,0
5919,0,58,None,Yes,One Year,Credit Card,4299.2,6754.34,0
5920,5,12,None,No,One Year,Mailed Check,314.95,856.75,0
5921,10,72,None,Yes,Two Year,Bank Withdrawal,5682.25,6821.29,0
5922,0,14,None,Yes,Month-to-Month,Bank Withdrawal,1180.95,1601.15,1
5923,0,10,None,Yes,Month-to-Month,Bank Withdrawal,914.3,1083.1,1
5924,8,72,None,Yes,Two Year,Credit Card,4811.6,5204.47,0
5925,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,484.05,732.81,0
5926,0,45,Offer B,Yes,Two Year,Bank Withdrawal,3618.7,5301.25,0
5927,4,64,None,No,Two Year,Credit Card,1225.65,2171.57,0
5928,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,90.35,90.35,1
5929,5,64,None,Yes,One Year,Credit Card,5017.7,5969.38,0
5930,0,39,None,Yes,Month-to-Month,Bank Withdrawal,1597.05,1597.05,0
5931,7,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,45.0,95.63,0
5932,0,7,Offer E,Yes,Month-to-Month,Bank Withdrawal,660.9,965.13,1
5933,0,58,Offer B,No,Two Year,Credit Card,1423.85,3663.81,0
5934,0,4,None,Yes,Month-to-Month,Mailed Check,306.6,369.04,1
5935,0,3,Offer E,Yes,Month-to-Month,Mailed Check,151.3,218.98,1
5936,0,1,None,Yes,Month-to-Month,Bank Withdrawal,74.35,88.37,1
5937,0,72,None,Yes,Two Year,Credit Card,6309.65,9811.57,0
5938,8,43,Offer B,Yes,Month-to-Month,Bank Withdrawal,4388.4,5882.15,1
5939,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,69.6,104.11,1
5940,1,68,None,Yes,One Year,Bank Withdrawal,6754.35,10211.03,0
5941,9,38,None,Yes,Month-to-Month,Credit Card,3956.7,4877.06,0
5942,3,55,None,No,Two Year,Credit Card,1079.05,1253.95,0
5943,0,1,None,Yes,Month-to-Month,Bank Withdrawal,71.65,89.19,1
5944,1,8,None,Yes,Month-to-Month,Bank Withdrawal,764.95,996.95,1
5945,0,33,None,Yes,One Year,Bank Withdrawal,1952.8,2292.04,0
5946,1,57,None,Yes,Month-to-Month,Bank Withdrawal,5611.7,7456.79,0
5947,1,42,None,Yes,Month-to-Month,Credit Card,3384.0,4812.84,1
5948,3,15,None,No,Month-to-Month,Credit Card,284.3,852.8,0
5949,0,8,Offer E,No,Two Year,Mailed Check,174.65,301.53,0
5950,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,245.15,383.91,0
5951,0,62,None,Yes,Two Year,Bank Withdrawal,5193.2,5568.3,0
5952,0,25,None,Yes,Month-to-Month,Bank Withdrawal,2448.75,2580.5,1
5953,0,1,Offer E,No,Month-to-Month,Credit Card,19.45,48.6,0
5954,8,68,None,No,One Year,Bank Withdrawal,1193.55,3583.07,0
5955,2,34,Offer C,Yes,Month-to-Month,Bank Withdrawal,3480.0,4285.06,1
5956,0,72,Offer A,Yes,Two Year,Bank Withdrawal,6185.15,6795.71,0
5957,0,21,None,Yes,Month-to-Month,Bank Withdrawal,1236.15,1963.17,1
5958,9,55,Offer B,Yes,Month-to-Month,Bank Withdrawal,3131.8,5100.19,0
5959,10,42,Offer B,Yes,Month-to-Month,Bank Withdrawal,3058.3,3758.44,0
5960,8,67,Offer A,Yes,One Year,Credit Card,6733.15,8837.62,0
5961,0,41,None,No,Two Year,Credit Card,835.15,2131.57,0
5962,0,26,Offer C,Yes,Month-to-Month,Credit Card,2208.75,3505.37,0
5963,7,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,250.1,290.62,0
5964,0,66,None,Yes,Two Year,Bank Withdrawal,4136.4,4136.4,0
5965,1,15,None,No,Month-to-Month,Bank Withdrawal,394.85,838.1,0
5966,0,63,Offer B,Yes,One Year,Credit Card,5817.0,8358.42,0
5967,10,59,None,Yes,One Year,Credit Card,4903.15,5151.54,0
5968,0,25,Offer C,Yes,One Year,Bank Withdrawal,1423.15,1423.15,0
5969,0,4,None,No,Month-to-Month,Credit Card,93.4,183.56,0
5970,0,2,None,Yes,Month-to-Month,Bank Withdrawal,167.3,200.82,1
5971,0,69,None,Yes,Two Year,Credit Card,6322.1,9594.77,0
5972,0,5,None,Yes,Month-to-Month,Bank Withdrawal,449.75,472.7,1
5973,0,66,Offer A,Yes,Two Year,Credit Card,5196.1,6019.78,0
5974,1,6,None,Yes,Month-to-Month,Credit Card,477.55,639.01,1
5975,1,28,None,Yes,One Year,Bank Withdrawal,2568.15,2937.47,0
5976,8,57,None,Yes,Month-to-Month,Credit Card,5567.45,7177.7,0
5977,0,22,Offer D,Yes,Month-to-Month,Bank Withdrawal,2317.1,2544.36,1
5978,0,49,None,No,One Year,Credit Card,1032.05,2461.87,0
5979,8,65,Offer B,Yes,One Year,Bank Withdrawal,6767.1,6869.8,0
5980,0,2,None,Yes,Month-to-Month,Bank Withdrawal,189.2,273.52,1
5981,0,42,Offer B,Yes,Two Year,Credit Card,3373.4,4224.74,0
5982,0,61,Offer B,No,Two Year,Credit Card,1305.95,4158.31,0
5983,1,26,Offer C,Yes,Month-to-Month,Bank Withdrawal,2070.6,3004.0,1
5984,0,10,Offer D,No,Month-to-Month,Credit Card,198.6,389.6,0
5985,0,67,None,No,Two Year,Bank Withdrawal,1790.35,2864.53,0
5986,5,10,None,Yes,Month-to-Month,Bank Withdrawal,990.9,1423.7,1
5987,0,4,None,Yes,Month-to-Month,Bank Withdrawal,318.9,488.66,1
5988,0,66,None,Yes,Month-to-Month,Credit Card,5224.35,8373.29,1
5989,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,50.05,93.1,0
5990,1,2,None,Yes,Month-to-Month,Credit Card,113.55,124.89,1
5991,5,37,None,No,Two Year,Bank Withdrawal,861.85,2515.01,0
5992,0,35,None,Yes,Two Year,Bank Withdrawal,1434.6,1434.6,0
5993,0,72,Offer A,Yes,Two Year,Credit Card,8405.0,9816.2,0
5994,0,8,None,Yes,Month-to-Month,Credit Card,369.3,456.58,0
5995,0,19,None,Yes,Month-to-Month,Bank Withdrawal,1495.1,2029.71,0
5996,0,20,Offer D,No,Month-to-Month,Credit Card,356.15,938.55,0
5997,0,38,None,No,One Year,Bank Withdrawal,914.4,2633.63,0
5998,0,57,None,No,Two Year,Credit Card,1094.35,2216.68,0
5999,1,38,None,Yes,Two Year,Bank Withdrawal,3616.25,4598.17,0
6000,10,67,None,Yes,Two Year,Bank Withdrawal,6885.75,7643.52,0
6001,0,22,None,Yes,Month-to-Month,Mailed Check,1253.15,2069.57,0
6002,0,57,Offer B,Yes,Month-to-Month,Bank Withdrawal,5497.05,6191.88,0
6003,8,72,Offer A,Yes,Two Year,Bank Withdrawal,5237.4,6526.52,0
6004,0,70,None,Yes,One Year,Bank Withdrawal,5528.9,8571.1,0
6005,0,1,None,Yes,Month-to-Month,Bank Withdrawal,73.65,113.53,1
6006,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,842.25,1212.1,0
6007,3,62,None,Yes,Two Year,Bank Withdrawal,7159.05,9679.97,0
6008,0,5,Offer E,Yes,Month-to-Month,Bank Withdrawal,461.7,512.25,1
6009,0,5,None,Yes,Month-to-Month,Credit Card,318.5,468.75,1
6010,0,31,None,Yes,Month-to-Month,Bank Withdrawal,2227.8,3429.98,0
6011,0,18,None,Yes,Month-to-Month,Credit Card,1411.65,2109.87,0
6012,0,64,None,Yes,Two Year,Bank Withdrawal,7111.3,8574.34,0
6013,0,42,None,Yes,Month-to-Month,Bank Withdrawal,2421.75,3555.75,0
6014,0,30,Offer C,Yes,One Year,Bank Withdrawal,2820.65,3036.35,0
6015,0,19,Offer D,Yes,Month-to-Month,Credit Card,1424.5,1588.51,1
6016,7,65,None,Yes,Month-to-Month,Credit Card,3673.15,4972.5,0
6017,0,18,Offer D,No,One Year,Credit Card,401.85,1098.99,0
6018,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,1308.1,1401.96,1
6019,0,41,None,No,One Year,Credit Card,806.95,2342.81,0
6020,9,54,None,Yes,Two Year,Bank Withdrawal,3246.45,4489.53,0
6021,0,32,None,No,One Year,Credit Card,707.5,1884.46,0
6022,8,72,None,Yes,Two Year,Credit Card,8332.15,10318.63,0
6023,10,59,Offer B,No,Two Year,Credit Card,1147.85,2254.1,0
6024,0,25,Offer C,No,Two Year,Credit Card,692.1,1185.85,1
6025,1,15,None,Yes,Month-to-Month,Bank Withdrawal,1345.55,2024.3,1
6026,0,14,Offer D,Yes,Month-to-Month,Bank Withdrawal,1025.95,1288.31,1
6027,6,52,Offer B,No,Two Year,Mailed Check,1345.85,3920.37,0
6028,0,61,Offer B,Yes,Month-to-Month,Bank Withdrawal,6300.15,8499.2,0
6029,1,54,Offer B,No,Two Year,Credit Card,1102.4,2869.28,0
6030,0,8,None,Yes,Month-to-Month,Bank Withdrawal,632.2,770.6,0
6031,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,206.15,339.41,0
6032,0,14,Offer D,Yes,Month-to-Month,Credit Card,1112.3,1135.96,0
6033,0,72,Offer A,No,Two Year,Credit Card,1521.2,3208.16,0
6034,0,35,Offer C,Yes,Month-to-Month,Credit Card,3403.4,4928.85,0
6035,4,66,None,Yes,Month-to-Month,Bank Withdrawal,4264.6,4770.82,0
6036,7,48,Offer B,Yes,One Year,Credit Card,3420.5,5283.86,0
6037,6,48,None,Yes,Two Year,Bank Withdrawal,5068.05,5711.25,0
6038,1,21,Offer D,Yes,One Year,Mailed Check,1625.0,2055.58,1
6039,0,1,Offer E,No,Two Year,Credit Card,20.45,64.27,0
6040,3,67,None,Yes,One Year,Credit Card,7388.45,8755.92,0
6041,0,1,None,No,Month-to-Month,Credit Card,19.8,31.76,0
6042,4,7,Offer E,Yes,One Year,Bank Withdrawal,331.3,584.28,1
6043,0,17,Offer D,Yes,Month-to-Month,Credit Card,1612.2,2206.86,0
6044,1,40,Offer B,Yes,One Year,Bank Withdrawal,4178.65,5310.03,0
6045,0,24,None,Yes,Month-to-Month,Mailed Check,2165.05,2836.33,1
6046,8,69,Offer A,Yes,One Year,Credit Card,7317.1,9619.63,0
6047,7,72,None,Yes,Two Year,Credit Card,6141.65,6538.37,0
6048,0,1,Offer E,No,Month-to-Month,Credit Card,19.5,52.52,0
